at,v,ap,rh,0.1,0.2,0.3,0.4,0.5,0.6,s
16.32,43.14,1014.72,70.43,0,0,0,0,0,0,465.38
25.35,72.99,1007.65,84.09,0,0,0,0,0,0,436.29
30.61,68.84,1011.18,52.5,0,0,0,0,0,0,439.9
29.76,73.56,1008.07,84.85,0,0,0,0,0,0,432.51
16.64,43.14,1019.03,82.88,0,0,0,0,0,0,459
16.77,42.28,1007.53,73.19,0,0,0,0,0,0,465.52
27.2,65.18,1011.47,47.14,0,0,0,0,0,0,436.99
17.32,41.67,1013.23,68.07,0,0,0,0,0,0,462.74
25.79,65.27,1013.26,55.35,0,0,0,0,0,0,440.04
19.08,58.59,1013.42,68.88,0,0,0,0,0,0,451.05
4.84,38.5,1011.96,81.62,0,0,0,0,0,0,491.23
26.08,48.6,1003.61,57.8,0,0,0,0,0,0,438.61
17.46,62.1,1019.96,83.99,0,0,0,0,0,0,451.06
16.41,47.24,1015.75,88.78,0,0,0,0,0,0,457.94
10.39,40.22,1004.95,91.65,0,0,0,0,0,0,476.49
13.13,40.75,1016.05,80.87,0,0,0,0,0,0,472.5
13.67,41.48,1017.51,63.54,0,0,0,0,0,0,463.97
7.09,43.13,1017.91,92.37,0,0,0,0,0,0,485.04
10.52,41.48,1018,68.99,0,0,0,0,0,0,469.8
21.26,60.84,1018.43,78.83,0,0,0,0,0,0,446.08
5.79,45.87,1010.23,95.41,0,0,0,0,0,0,480.97
8.42,40.64,1022.35,96.38,0,0,0,0,0,0,476.29
24.78,68.63,1013.96,43.7,0,0,0,0,0,0,448.43
23.58,70.04,1010.95,76.32,0,0,0,0,0,0,435.47
28.08,73.42,1012.17,62.74,0,0,0,0,0,0,434
4.95,42.07,1004.87,80.88,0,0,0,0,0,0,485.67
24.19,46.93,1013.4,49.39,0,0,0,0,0,0,446.3
9.88,40,1021.4,92.06,0,0,0,0,0,0,481.58
29.29,72.58,1007.39,72.85,0,0,0,0,0,0,428.73
4.04,35.47,1017.51,87.35,0,0,0,0,0,0,486.86
7.38,41.22,1016.47,96.29,0,0,0,0,0,0,485.73
10.58,42.34,1022.32,94.01,0,0,0,0,0,0,474.91
27.02,72.58,1009.21,89.13,0,0,0,0,0,0,437.8
6.4,39.9,1007.75,86.55,0,0,0,0,0,0,486.03
10.46,41.06,1021.41,82.34,0,0,0,0,0,0,481.47
30.61,67.69,1004.97,47.46,0,0,0,0,0,0,429.8
29.83,71.98,1004.32,67.55,0,0,0,0,0,0,426.98
31.77,76.09,1007.4,73.36,0,0,0,0,0,0,431.69
8.35,40.46,1019.23,73.26,0,0,0,0,0,0,474.79
31.75,74.99,1003.25,53.33,0,0,0,0,0,0,430.82
5,40.64,1021.05,94.84,0,0,0,0,0,0,485.27
25.26,74.33,1014.79,79.56,0,0,0,0,0,0,433.49
6.1,39.33,1010.4,95.34,0,0,0,0,0,0,491.37
7.24,41.17,1020.35,80.56,0,0,0,0,0,0,486.76
10.52,42.18,1014.9,95.67,0,0,0,0,0,0,469.03
15.66,41.35,1001.68,86.26,0,0,0,0,0,0,463.57
10.41,36.71,1022.02,84.56,0,0,0,0,0,0,474.2
21.08,44.05,1008.13,72.52,0,0,0,0,0,0,449.6
23.59,58.62,1017.81,66.68,0,0,0,0,0,0,448.09
21.53,58.05,1012.9,87.57,0,0,0,0,0,0,447.93
10.67,40.56,1022.39,77.92,0,0,0,0,0,0,482.36
14.31,40.78,1024.3,76.41,0,0,0,0,0,0,463.54
28.74,70.32,1008.15,45.99,0,0,0,0,0,0,431.93
29.15,69.48,1008.68,55.78,0,0,0,0,0,0,430.54
18.85,44.63,1009.06,84.75,0,0,0,0,0,0,456.72
6.93,41.14,1027.18,84.67,0,0,0,0,0,0,479.06
24.27,70.47,1008.96,78.31,0,0,0,0,0,0,434.24
13.35,41.16,1011.32,89.12,0,0,0,0,0,0,474.57
10.8,39.28,1010.7,82.62,0,0,0,0,0,0,478.8
22,51.3,1012.87,85.79,0,0,0,0,0,0,450.18
7.67,41.66,1016.25,77,0,0,0,0,0,0,485.03
4.62,38.44,1016.09,73.14,0,0,0,0,0,0,486.84
12.59,39.72,1017.76,61.14,0,0,0,0,0,0,470.18
23.49,49.3,1003.35,77.96,0,0,0,0,0,0,442.76
19.83,51.43,1007.36,91.64,0,0,0,0,0,0,449.45
29.26,69.34,1009.76,58.64,0,0,0,0,0,0,435.32
9.78,40.03,1017.33,92.11,0,0,0,0,0,0,480.59
16,43.02,1012.37,39.2,0,0,0,0,0,0,466.01
18.76,56.53,1020.04,86.62,0,0,0,0,0,0,452.5
19.82,63.9,1013.19,78.96,0,0,0,0,0,0,449.61
21.7,49.02,1008.74,82.8,0,0,0,0,0,0,446.46
27.28,72.58,1009.21,89.96,0,0,0,0,0,0,431.27
22.56,70.98,1005.66,95.95,0,0,0,0,0,0,440.81
30.72,71.58,1009.98,50.39,0,0,0,0,0,0,430.46
21.87,49.39,1019.99,67.05,0,0,0,0,0,0,451.97
8.85,40.22,1008.61,90.6,0,0,0,0,0,0,482.3
11.58,39.69,1005.17,86.55,0,0,0,0,0,0,469.6
25.66,61.08,1013,71.21,0,0,0,0,0,0,446.05
14.16,44.58,1020.75,77.42,0,0,0,0,0,0,473.22
7.92,39.54,1011.51,84.41,0,0,0,0,0,0,481.44
24.42,57.32,1011.46,55.92,0,0,0,0,0,0,443.94
30.18,61.5,1009.8,36.81,0,0,0,0,0,0,436.92
21.85,58.33,1013.03,66.39,0,0,0,0,0,0,447.31
30.56,72.39,999.96,69.81,0,0,0,0,0,0,430.85
7.78,40.8,1026.7,85.61,0,0,0,0,0,0,488.54
13.21,45.87,1008.58,85.66,0,0,0,0,0,0,463.1
20.25,58.33,1013.25,68.92,0,0,0,0,0,0,448.93
14.39,42.77,1017.36,83.28,0,0,0,0,0,0,463.65
21.92,49.02,1009.29,88.56,0,0,0,0,0,0,443.31
30.67,71.29,1008.36,52.08,0,0,0,0,0,0,430.28
23.6,57.17,1009.84,74.27,0,0,0,0,0,0,446.05
10.62,42.02,999.83,96.66,0,0,0,0,0,0,472.41
9.79,39.69,1002.36,93.86,0,0,0,0,0,0,471.61
13.69,34.03,1018.45,65.76,0,0,0,0,0,0,469.12
24.11,66.51,1015.35,56.01,0,0,0,0,0,0,437.21
20.68,42.04,1010.2,63.43,0,0,0,0,0,0,464.14
26.3,51.43,1012.05,63.62,0,0,0,0,0,0,442.28
25.7,69.45,1013.86,56.91,0,0,0,0,0,0,437.04
19.46,42.04,1011.3,60.45,0,0,0,0,0,0,466.24
11.49,41.54,1020.17,70.91,0,0,0,0,0,0,476.74
33.17,70.4,1004.45,58,0,0,0,0,0,0,430.14
13.46,41.4,1019.46,71.73,0,0,0,0,0,0,467.4
27.34,70.98,1008.82,71.42,0,0,0,0,0,0,438.73
24.2,64.33,1011.15,84.23,0,0,0,0,0,0,442.78
20.96,69.48,1011.04,82.63,0,0,0,0,0,0,444.31
28.82,71.8,1010.97,67.64,0,0,0,0,0,0,436.71
9.27,36.3,1026.93,72.13,0,0,0,0,0,0,479.66
11.48,36.18,1017.03,61.62,0,0,0,0,0,0,469.44
14,40.8,1026.17,54.82,0,0,0,0,0,0,474.87
13.03,41.26,1022.17,79.79,0,0,0,0,0,0,466.02
28.18,71.85,1008.78,82.88,0,0,0,0,0,0,427.83
12.77,40.71,1014.66,72.81,0,0,0,0,0,0,471.59
28.15,71.94,1006.73,68.21,0,0,0,0,0,0,427.69
22.65,60.93,1006.43,85.13,0,0,0,0,0,0,440.52
25.64,50.05,1006.97,67.72,0,0,0,0,0,0,440.86
21.94,57.5,1014.64,78.52,0,0,0,0,0,0,451.1
22.95,67.79,1009.89,91.69,0,0,0,0,0,0,442.19
5.21,41.31,1003.51,91.23,0,0,0,0,0,0,486.46
17.02,44.85,1014.38,62.66,0,0,0,0,0,0,459.98
33.18,72.29,1009.51,58.35,0,0,0,0,0,0,435.26
29.85,61.85,1005.45,61.85,0,0,0,0,0,0,436.46
26.56,65.59,1012.6,64.25,0,0,0,0,0,0,443.66
21.42,43.79,1015.76,43.08,0,0,0,0,0,0,462.19
23.86,63.77,1014.6,82.37,0,0,0,0,0,0,440.58
14.34,42.86,1031.75,66.81,0,0,0,0,0,0,466.17
30.36,69.82,1010.02,54.22,0,0,0,0,0,0,439.05
18.12,43.69,1016.91,52.95,0,0,0,0,0,0,464.68
28.53,68.08,1013.27,42.53,0,0,0,0,0,0,438.91
23.62,61.87,1010.07,48.77,0,0,0,0,0,0,447.93
22.81,58.96,1013.5,55.66,0,0,0,0,0,0,452.89
26.36,73.68,1013.99,86.44,0,0,0,0,0,0,430.39
29.3,73.67,1005.64,65.31,0,0,0,0,0,0,431.07
24.26,69.51,1013.43,53.23,0,0,0,0,0,0,442.56
26.85,71.73,1010.06,65.24,0,0,0,0,0,0,429.97
26.91,71.64,1004.59,83.54,0,0,0,0,0,0,438.73
24.47,70.94,1008.07,81.55,0,0,0,0,0,0,436.29
18.06,65.48,1018.79,77.95,0,0,0,0,0,0,454.34
26.05,44.89,1009.83,56.36,0,0,0,0,0,0,443.18
30.01,62.34,1005.28,62.34,0,0,0,0,0,0,435.94
23.08,64.44,1014.85,69.95,0,0,0,0,0,0,448.61
9.86,42.49,1009.16,81.41,0,0,0,0,0,0,477.78
11.44,41.39,1019.59,79.95,0,0,0,0,0,0,478.52
12.9,43.41,1015.92,59.15,0,0,0,0,0,0,464.26
13.44,42.34,1018,96.65,0,0,0,0,0,0,459.6
33.37,79.05,1007.19,62.64,0,0,0,0,0,0,430.42
28.82,65.71,1014.24,54.3,0,0,0,0,0,0,449.18
23.62,49.21,1014.1,49.54,0,0,0,0,0,0,443.53
18.65,52.08,1005.48,99.94,0,0,0,0,0,0,449.55
6.81,38.56,1016.5,70.99,0,0,0,0,0,0,487.45
19.04,43.43,1009.25,68.74,0,0,0,0,0,0,453.32
19.32,52.9,1016.86,68.2,0,0,0,0,0,0,457.66
6.64,35.19,1019.83,76.01,0,0,0,0,0,0,484.03
21.71,65.27,1013.24,63.58,0,0,0,0,0,0,444.91
16.46,48.6,1006.08,89,0,0,0,0,0,0,449.58
7.5,38.06,1021.96,83.45,0,0,0,0,0,0,485.98
24.27,74.93,1012.73,73.81,0,0,0,0,0,0,443.06
16,43.34,1013.58,78.87,0,0,0,0,0,0,461.7
17.28,65.94,1013.62,89.97,0,0,0,0,0,0,454.76
27.18,71.06,1008.16,86.32,0,0,0,0,0,0,430.66
14.18,42.99,1007.19,73.21,0,0,0,0,0,0,468.35
28.5,76.86,999.49,77.47,0,0,0,0,0,0,430.62
32.5,73.68,1014.65,55.72,0,0,0,0,0,0,427.63
21.89,58.62,1016.15,74.59,0,0,0,0,0,0,450.05
23.18,59.04,1011.44,79.28,0,0,0,0,0,0,443.12
24.07,73.46,1006.61,73.46,0,0,0,0,0,0,438.41
25.31,65.59,1011.16,79.71,0,0,0,0,0,0,440.96
25.15,68.51,1013.25,72.31,0,0,0,0,0,0,440.96
9.45,41.92,1029.32,91.09,0,0,0,0,0,0,467.79
27.01,67.98,1006.01,67.98,0,0,0,0,0,0,434.65
20.01,59.87,1019,84.12,0,0,0,0,0,0,448.39
18.36,51.43,1010.57,90.17,0,0,0,0,0,0,459.8
28.12,58.33,1013.61,39.67,0,0,0,0,0,0,448.72
18.18,61.87,1008.64,66.28,0,0,0,0,0,0,453.1
23.72,58.62,1016.32,71.17,0,0,0,0,0,0,447.13
27.17,61.25,1013.03,70.43,0,0,0,0,0,0,435.9
6.03,40.78,1025.53,98.68,0,0,0,0,0,0,480.36
22.58,58.12,1014.88,80.59,0,0,0,0,0,0,448.32
23.75,61.5,1008.16,69.14,0,0,0,0,0,0,442.35
26.33,64.45,1013.12,43.31,0,0,0,0,0,0,450.67
18.21,39.54,1009.81,70.92,0,0,0,0,0,0,461.73
22.06,43.43,1010.46,58.01,0,0,0,0,0,0,448.92
17.39,42.44,1013.72,73.79,0,0,0,0,0,0,461.55
9.3,40.56,1022.64,76.14,0,0,0,0,0,0,479.87
34.24,74.67,1016.24,25.56,0,0,0,0,0,0,425.58
7.17,41.92,1031.97,83.86,0,0,0,0,0,0,485.08
22.99,68.67,1006.65,77.62,0,0,0,0,0,0,446.67
22.02,69.45,1013.84,75.75,0,0,0,0,0,0,440.26
23.94,59.39,1014.32,74.55,0,0,0,0,0,0,438.64
22.28,58.86,1014.08,66.47,0,0,0,0,0,0,446.55
12.5,45.51,1015.8,82.82,0,0,0,0,0,0,469.69
18.19,44.06,1017.24,78.73,0,0,0,0,0,0,456.13
18.2,39.63,1005.35,79.05,0,0,0,0,0,0,468.49
13.06,44.2,1018.95,85.68,0,0,0,0,0,0,469.02
9.68,39.61,1015.63,74.5,0,0,0,0,0,0,475.02
29.25,69.13,1010.27,67.35,0,0,0,0,0,0,426.29
14.76,40.71,1017.37,71.07,0,0,0,0,0,0,465.58
10.94,39.69,1004.5,86.29,0,0,0,0,0,0,459.69
18.41,62.1,1020.4,78.1,0,0,0,0,0,0,457.14
30.04,67.25,1017.57,38.14,0,0,0,0,0,0,434.83
7.9,43.79,1016.14,83.05,0,0,0,0,0,0,485.26
22.05,59.92,1009.06,93.74,0,0,0,0,0,0,437.9
29.19,70.32,1008.28,55.42,0,0,0,0,0,0,427.9
24.16,60.29,1018.09,63.49,0,0,0,0,0,0,446.17
29.75,70.32,1007.35,55.8,0,0,0,0,0,0,427.2
22.73,63.73,1009.12,94.8,0,0,0,0,0,0,441.75
12.95,40.1,1015.31,86.01,0,0,0,0,0,0,471.07
10.54,41.93,1016.64,93.52,0,0,0,0,0,0,479.65
11.95,42.07,1018.52,84.73,0,0,0,0,0,0,467.91
16.81,45.87,1008.7,98,0,0,0,0,0,0,455.96
18.89,63.09,1018.47,84.85,0,0,0,0,0,0,450
11.89,40.64,1021.29,97.16,0,0,0,0,0,0,476.99
13.91,40.24,1017.03,85.93,0,0,0,0,0,0,466.24
28.59,75.08,1005.58,60.3,0,0,0,0,0,0,442.7
22.25,66.54,1004.64,89.15,0,0,0,0,0,0,437.19
24.04,51.95,1006.13,73.92,0,0,0,0,0,0,450.07
25.86,61.08,1013.51,67.5,0,0,0,0,0,0,449.67
27.91,72.24,1010.74,70.8,0,0,0,0,0,0,430.73
24.23,56.89,1012.32,68.04,0,0,0,0,0,0,441.29
8.69,40.81,1026.19,86.25,0,0,0,0,0,0,484.55
29.78,73.42,1011.27,52.79,0,0,0,0,0,0,445.58
13.52,41.44,1015.81,65.97,0,0,0,0,0,0,472.11
16.14,44.21,1020.36,80.59,0,0,0,0,0,0,461.03
25.87,63.47,1011.54,65.45,0,0,0,0,0,0,445.87
16.71,46.18,1011.61,95.82,0,0,0,0,0,0,459.4
18.84,67.32,1012.63,81.89,0,0,0,0,0,0,449.21
25.98,73.18,1012.28,85.78,0,0,0,0,0,0,439.73
14.93,39.39,1014.31,80.68,0,0,0,0,0,0,468.88
25.89,74.22,1007.43,81.55,0,0,0,0,0,0,433.73
8.82,43.56,1014.95,81.54,0,0,0,0,0,0,482.71
29.93,71.85,1008.43,66.64,0,0,0,0,0,0,426.82
16.51,51.86,1022.37,81.18,0,0,0,0,0,0,442.48
20.92,70.02,1011.06,85.63,0,0,0,0,0,0,437.96
22.98,73.17,1011.94,90.13,0,0,0,0,0,0,438.5
30.2,71.8,1011.13,60.66,0,0,0,0,0,0,436.94
25.03,59.21,1017.28,56.96,0,0,0,0,0,0,446.33
30.02,68.24,1009.8,65.73,0,0,0,0,0,0,429.5
18.87,43.43,1009.16,69.5,0,0,0,0,0,0,454.58
22.4,70.94,1008.06,84.52,0,0,0,0,0,0,440.04
5.07,40.07,1019.32,66.17,0,0,0,0,0,0,494.87
12.85,41.14,1027.04,86.29,0,0,0,0,0,0,464.86
26.74,59.87,1012.5,62.88,0,0,0,0,0,0,447.88
17.44,45.01,1013.65,75.13,0,0,0,0,0,0,456.08
27.56,63.9,1013.23,45.97,0,0,0,0,0,0,442.43
14.08,40.1,1015.48,82.81,0,0,0,0,0,0,469.33
12.83,44.88,1017.86,87.88,0,0,0,0,0,0,474.26
15.93,40.89,1011.57,74.55,0,0,0,0,0,0,468.8
30.05,69.34,1008.26,61.5,0,0,0,0,0,0,436.82
27.69,69.71,1009.9,69.91,0,0,0,0,0,0,440.43
14.91,43.34,1015.15,81.56,0,0,0,0,0,0,461.27
11.92,40.62,1016.66,55.25,0,0,0,0,0,0,468.14
30.85,70.94,1007.47,54.79,0,0,0,0,0,0,431.77
25.57,44.05,1005.79,65.14,0,0,0,0,0,0,443.84
10.55,41.55,1005.02,63.24,0,0,0,0,0,0,473.99
12.88,40.64,1020.76,92.58,0,0,0,0,0,0,474.58
13.03,39.52,1016.68,83.09,0,0,0,0,0,0,473.99
15.62,58.59,1013.91,97.6,0,0,0,0,0,0,457.3
14.4,40.2,1013.04,90.5,0,0,0,0,0,0,464.5
9.86,37.83,1005.05,100.15,0,0,0,0,0,0,472.46
23.84,63.47,1012.54,76.33,0,0,0,0,0,0,444.48
22.53,58.62,1016.28,72.78,0,0,0,0,0,0,449.02
7.18,38.56,1016.49,70.37,0,0,0,0,0,0,487.63
13.68,44.47,1027.81,69.53,0,0,0,0,0,0,469.37
25.41,65.12,1016.01,53.39,0,0,0,0,0,0,442.86
25.24,68.28,1000.26,78.17,0,0,0,0,0,0,435.9
28.01,44.89,1008.98,48.52,0,0,0,0,0,0,444.76
26.87,69.23,1012.71,54.54,0,0,0,0,0,0,433.89
14.01,39,1016.73,79.23,0,0,0,0,0,0,466.7
16.23,43.52,1020.13,76.3,0,0,0,0,0,0,464.74
7.06,41.38,1021.94,83.55,0,0,0,0,0,0,487.71
11.72,41.54,1020.04,66.84,0,0,0,0,0,0,476.12
14.14,43.34,1017.1,81.77,0,0,0,0,0,0,464.36
12.45,40.1,1015.4,82.61,0,0,0,0,0,0,473.63
27.72,69.88,1007.58,72.25,0,0,0,0,0,0,434.02
3.2,41.31,997.67,98.84,0,0,0,0,0,0,489.86
12.12,38.28,1013.65,90.19,0,0,0,0,0,0,471.19
19.95,57.25,1011.08,88.04,0,0,0,0,0,0,453.03
9.33,42.49,1008.93,82.59,0,0,0,0,0,0,478.43
14.87,54.3,1017.17,71.57,0,0,0,0,0,0,462.87
25.45,57.32,1011.7,47.09,0,0,0,0,0,0,441.3
16.23,43.69,1016.4,68.9,0,0,0,0,0,0,466.22
20.09,61.27,1020.05,70.71,0,0,0,0,0,0,451.43
16.66,36.71,1013.68,70.66,0,0,0,0,0,0,466.07
12.26,43.48,1016.41,72.95,0,0,0,0,0,0,467.83
23.32,69.23,1011.75,75.59,0,0,0,0,0,0,436.18
24.88,49.16,1006.04,64.54,0,0,0,0,0,0,445.18
15.38,43.99,1022.42,83.41,0,0,0,0,0,0,462.48
18.16,39.99,1007.73,70.54,0,0,0,0,0,0,463.69
27.26,66.56,1007.83,60.95,0,0,0,0,0,0,434.88
7.41,40.71,1023.07,83.32,0,0,0,0,0,0,474.25
2.34,39.42,1028.47,69.68,0,0,0,0,0,0,490.34
13.96,40.83,1009.89,84.86,0,0,0,0,0,0,469.86
29.91,74.9,1003.36,69.34,0,0,0,0,0,0,434.93
10.02,39.66,1016.34,79.98,0,0,0,0,0,0,480.05
27.71,75.23,1010.21,59.75,0,0,0,0,0,0,440.7
12.54,40.1,1015.73,84.29,0,0,0,0,0,0,475.02
17.66,44.9,1020.5,71.33,0,0,0,0,0,0,457.11
11.6,40.69,1015.51,86.55,0,0,0,0,0,0,474.99
28.42,75.23,1010.25,56.8,0,0,0,0,0,0,435.64
16.22,50.88,1014.33,100.09,0,0,0,0,0,0,454.94
18.21,41.85,1014.67,56.86,0,0,0,0,0,0,468.4
12.78,44.6,1013.64,77.56,0,0,0,0,0,0,468.67
29.82,43.21,1011.52,63.54,0,0,0,0,0,0,433.31
25.58,64.45,1011.07,61.47,0,0,0,0,0,0,447.16
30.22,68.3,1014.91,34.9,0,0,0,0,0,0,434.3
20.06,62.1,1020.21,72.21,0,0,0,0,0,0,451.81
29.07,71.64,1006.07,69.53,0,0,0,0,0,0,440.51
31.46,71.29,1008.57,41.79,0,0,0,0,0,0,430.8
20.98,60.1,1011.07,79.44,0,0,0,0,0,0,450.95
27.44,66.56,1005.51,69.28,0,0,0,0,0,0,428
26.99,62.26,1011.13,71.27,0,0,0,0,0,0,436.89
29.1,73.9,1007.47,59.48,0,0,0,0,0,0,436.56
6.92,41.26,1011.16,96.2,0,0,0,0,0,0,483.61
14.26,44.2,1019.81,76.46,0,0,0,0,0,0,462.87
26.44,54.2,1012.65,48.02,0,0,0,0,0,0,444.78
15.85,49.69,1015.48,88.65,0,0,0,0,0,0,464.72
15.55,42.03,1017.41,74.58,0,0,0,0,0,0,460.84
19.18,50.12,1005.99,100.09,0,0,0,0,0,0,444.56
11.87,41.78,1012.97,64.79,0,0,0,0,0,0,470.84
10.53,40.64,1020.62,98.43,0,0,0,0,0,0,477.99
14.54,43.14,1010.26,82.98,0,0,0,0,0,0,465.45
14.77,44.47,1028.38,71.18,0,0,0,0,0,0,464.25
21.79,61.45,1011.11,91.78,0,0,0,0,0,0,446.99
10.62,39.96,1025.37,96.64,0,0,0,0,0,0,470.8
14.72,38.91,1015.17,61.75,0,0,0,0,0,0,468.87
26.38,66.49,1013.89,43.06,0,0,0,0,0,0,442.38
8.85,40.43,1025.68,80.42,0,0,0,0,0,0,491.81
29.45,75.6,1018.12,50.68,0,0,0,0,0,0,437.31
30.39,71.8,1010.87,64.11,0,0,0,0,0,0,435.82
21.99,57.5,1015.87,80.72,0,0,0,0,0,0,446.96
16.48,68.28,1004.27,99.89,0,0,0,0,0,0,449.7
19.32,52.84,1004.29,83.51,0,0,0,0,0,0,450.88
29.49,69.71,1009.34,56.35,0,0,0,0,0,0,440.99
22.86,66.48,1003.77,71.22,0,0,0,0,0,0,435.56
30.29,71.58,1010.01,54.03,0,0,0,0,0,0,434.27
22.21,60.77,1018.21,84.96,0,0,0,0,0,0,444.57
26.48,73.06,1008.07,90.73,0,0,0,0,0,0,433.31
23.7,62.91,1012.26,57.89,0,0,0,0,0,0,444.99
24.34,73.5,1011.31,84.15,0,0,0,0,0,0,440.29
3.6,35.19,1018.73,99.1,0,0,0,0,0,0,488.98
13.47,43.34,1012.75,87.04,0,0,0,0,0,0,468.8
37.11,68.94,1006.23,31.15,0,0,0,0,0,0,429.25
33.43,69.88,1006.86,44.84,0,0,0,0,0,0,435.59
11.11,40.55,1023.91,87.12,0,0,0,0,0,0,476.37
11.87,44.6,1018.81,84.68,0,0,0,0,0,0,468.47
27.6,69.05,1003.87,42.01,0,0,0,0,0,0,436.08
13.74,39.35,1014.82,77.48,0,0,0,0,0,0,471.11
5.41,40.07,1019.16,64.77,0,0,0,0,0,0,495.24
17.01,44.2,1019.18,61.23,0,0,0,0,0,0,457.26
26.12,70.47,1009.93,72.13,0,0,0,0,0,0,434.67
30.34,71.25,1000.94,67.29,0,0,0,0,0,0,431.18
7.79,43.13,1019.67,85.35,0,0,0,0,0,0,484.42
23.63,58.98,1010.99,81.16,0,0,0,0,0,0,444.43
21.97,58.95,1017.78,76.95,0,0,0,0,0,0,443.61
12.18,40.1,1016.67,91.87,0,0,0,0,0,0,471.49
27.06,77.17,1008.71,90.6,0,0,0,0,0,0,432.2
12.53,44.03,1007.21,84.2,0,0,0,0,0,0,470.04
13.95,41.49,1019.95,86.46,0,0,0,0,0,0,465.24
6.3,39.33,1010.63,94.26,0,0,0,0,0,0,489.95
24.35,51.86,1014.34,67.22,0,0,0,0,0,0,442.81
11.75,35.76,1018.99,57.92,0,0,0,0,0,0,473.01
22.05,61.27,1019.6,58.83,0,0,0,0,0,0,447.95
26.52,43.77,1011.49,46.98,0,0,0,0,0,0,440.31
24.17,71.58,1010.16,89.96,0,0,0,0,0,0,436.27
7.53,41.16,1023.19,91.28,0,0,0,0,0,0,475.7
20.38,66.54,1013.95,77.8,0,0,0,0,0,0,448.93
16.72,44.34,1019.26,63.77,0,0,0,0,0,0,465.89
29.04,60.07,1015.42,46.15,0,0,0,0,0,0,440.43
21.67,62.39,1007.98,92.96,0,0,0,0,0,0,445.85
11.67,37.73,1021.2,68.88,0,0,0,0,0,0,473.54
5.79,39.61,1021.64,85.41,0,0,0,0,0,0,489.6
23.48,66.49,1014.41,62.61,0,0,0,0,0,0,450.05
28.33,78.92,1011.15,70.04,0,0,0,0,0,0,432.67
29.42,74.9,1004.11,64.53,0,0,0,0,0,0,434.66
10.17,41.46,1020.01,84.86,0,0,0,0,0,0,482.36
22.53,62.39,1007.84,86.4,0,0,0,0,0,0,450.08
16.82,49.15,1020.68,72.07,0,0,0,0,0,0,462.22
22.95,63.94,1013.91,81.52,0,0,0,0,0,0,438.33
16.85,39.64,1008.82,80.81,0,0,0,0,0,0,464.2
23.71,67.17,1007.27,90.2,0,0,0,0,0,0,440.65
13.72,49.83,1006.88,89.49,0,0,0,0,0,0,463.65
23.56,73.67,1007.13,87.1,0,0,0,0,0,0,439.27
10.57,36.71,1022.11,82.39,0,0,0,0,0,0,472.62
14.43,44.84,1024.34,84,0,0,0,0,0,0,467.45
31.68,73.68,1014.85,64,0,0,0,0,0,0,431.11
7.54,37.7,1014.58,78.43,0,0,0,0,0,0,481.56
14.07,43.34,1015.79,86,0,0,0,0,0,0,463.77
11.27,40.62,1017.03,61.94,0,0,0,0,0,0,471.26
9.3,43.14,1010.99,88.12,0,0,0,0,0,0,477.02
14.98,43.99,1022.66,83.34,0,0,0,0,0,0,462.32
17.68,40.89,1011.24,61.37,0,0,0,0,0,0,462.08
7.66,41.92,1031.96,82.48,0,0,0,0,0,0,485.11
24.17,71.25,1003.9,90.36,0,0,0,0,0,0,435.66
24.44,72.99,1008.38,91.66,0,0,0,0,0,0,435.47
20.26,51.19,1008.9,93.47,0,0,0,0,0,0,448.1
14.64,53.82,1016.33,60.59,0,0,0,0,0,0,463.18
23.82,60.32,1016.61,75.29,0,0,0,0,0,0,445
27.6,67.25,1017.78,54.25,0,0,0,0,0,0,438.42
10.48,39.58,1011.81,88.86,0,0,0,0,0,0,472.61
17.38,43.14,1011.09,61.9,0,0,0,0,0,0,459.02
15.45,61.27,1019.87,79.21,0,0,0,0,0,0,456.59
16.85,41.35,1006.14,79.21,0,0,0,0,0,0,463.37
9.3,38.18,1017.19,71.51,0,0,0,0,0,0,480.14
23.74,52.3,1008.88,76.34,0,0,0,0,0,0,444.4
22.76,49.21,1014.35,48.85,0,0,0,0,0,0,448.73
9,41.54,1018.83,79.61,0,0,0,0,0,0,484.08
18.21,41.23,993.11,62.29,0,0,0,0,0,0,457.53
3.38,39.64,1011,81.22,0,0,0,0,0,0,488.92
9.76,41.01,1019.66,97.59,0,0,0,0,0,0,467.6
28.68,61.86,1011.78,62.67,0,0,0,0,0,0,440.57
27.01,43.21,1011.71,77.84,0,0,0,0,0,0,434.09
26.88,59.21,1013.54,58.13,0,0,0,0,0,0,437.11
16.69,44.78,1010.41,58.18,0,0,0,0,0,0,456.17
23.22,63.07,1012.91,77.59,0,0,0,0,0,0,446.62
14.43,41.76,1024.02,83.57,0,0,0,0,0,0,467.33
17.27,40.55,1000.89,70.66,0,0,0,0,0,0,461.31
9.83,41.17,1019.34,72.29,0,0,0,0,0,0,478.21
21.96,69.94,1011.09,80.27,0,0,0,0,0,0,441.15
16.56,42.99,1007.48,74.45,0,0,0,0,0,0,464.62
10.4,42.44,1014.24,93.48,0,0,0,0,0,0,480.04
9.55,43.99,1020.5,97.28,0,0,0,0,0,0,476.06
32.13,69.98,1013.3,55.85,0,0,0,0,0,0,431.84
9.88,37.83,1005.68,97.61,0,0,0,0,0,0,470.44
23.09,63.76,1009.82,72.36,0,0,0,0,0,0,443.86
30.71,68.27,1007.76,68.04,0,0,0,0,0,0,428.27
